[CH3:4][CH2:5][CH:6]([CH2:7][CH3:8])[CH2:2][N:1]1[CH2:11][CH2:10][CH2:9][CH:8]=[C:7]1[C:5]([OH:4])=[O:6].[BrH:3]	[CH3:4][CH2:5][CH:6]([CH2:7][CH3:8])[CH2:2][Br:3].[OH:4][C:5](=[O:6])[C:7]1=[CH:8][CH2:9][CH2:10][CH2:11][NH:1]1	[CH3:4][CH2:5][CH:6]([CH2:7][CH3:8])[CH2:2][Br:3].[OH:4][C:5](=[O:6])[C:7]1=[CH:8][CH2:9][CH2:10][CH2:11][NH:1]1>>[CH3:4][CH2:5][CH:6]([CH2:7][CH3:8])[CH2:2][N:1]1[CH2:11][CH2:10][CH2:9][CH:8]=[C:7]1[C:5]([OH:4])=[O:6].[BrH:3]	0
[CH3:4][CH2:5][O:6][C:7](=[O:8])[c:9]1[c:10]([NH:11][C:12](=[O:13])[CH2:2][N:1]([CH:10]=[C:9]([C:7]([O:6][CH2:5][CH3:4])=[O:8])[C:21]#[N:22])[c:11]2[cH:12][cH:13][c:14]([cH:15][cH:16]2)[O:17][CH:18]([F:19])[F:20])[s:14][c:15]([c:16]1-[c:17]3[cH:18][cH:19][cH:20][cH:21][cH:22]3)[S:23][C:24]#[N:25].[ClH:3]	[CH3:4][CH2:5][O:6][C:7](=[O:8])[c:9]1[c:10]([NH:11][C:12](=[O:13])[CH2:2][Cl:3])[s:14][c:15]([c:16]1-[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[S:23][C:24]#[N:25].[CH3:4][CH2:5][O:6][C:7](=[O:8])[C:9](=[CH:10][NH:1][c:11]1[cH:12][cH:13][c:14]([cH:15][cH:16]1)[O:17][CH:18]([F:19])[F:20])[C:21]#[N:22]	[CH3:4][CH2:5][O:6][C:7](=[O:8])[c:9]1[c:10]([NH:11][C:12](=[O:13])[CH2:2][Cl:3])[s:14][c:15]([c:16]1-[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[S:23][C:24]#[N:25].[CH3:4][CH2:5][O:6][C:7](=[O:8])[C:9](=[CH:10][NH:1][c:11]1[cH:12][cH:13][c:14]([cH:15][cH:16]1)[O:17][CH:18]([F:19])[F:20])[C:21]#[N:22]>>[CH3:4][CH2:5][O:6][C:7](=[O:8])[c:9]1[c:10]([NH:11][C:12](=[O:13])[CH2:2][N:1]([CH:10]=[C:9]([C:7]([O:6][CH2:5][CH3:4])=[O:8])[C:21]#[N:22])[c:11]2[cH:12][cH:13][c:14]([cH:15][cH:16]2)[O:17][CH:18]([F:19])[F:20])[s:14][c:15]([c:16]1-[c:17]3[cH:18][cH:19][cH:20][cH:21][cH:22]3)[S:23][C:24]#[N:25].[ClH:3]	0
[CH3:4][CH2:5][O:6][c:7]1[cH:8][c:9]([c:10]([cH:11][cH:12]1)[NH:13][C:14](=[O:15])[CH2:2][NH:1][C:4]2=[C:5]([CH2:6][CH2:7][CH2:8][CH2:9]2)[C:10]#[N:11])[N:16](=[O:17])[OH:18].[ClH:3]	[CH3:4][CH2:5][O:6][c:7]1[cH:8][c:9]([c:10]([cH:11][cH:12]1)[NH:13][C:14](=[O:15])[CH2:2][Cl:3])[N+:16](=[O:17])[O-:18].[NH2:1][C:4]1=[C:5]([CH2:6][CH2:7][CH2:8][CH2:9]1)[C:10]#[N:11]	[CH3:4][CH2:5][O:6][c:7]1[cH:8][c:9]([c:10]([cH:11][cH:12]1)[NH:13][C:14](=[O:15])[CH2:2][Cl:3])[N+:16](=[O:17])[O-:18].[NH2:1][C:4]1=[C:5]([CH2:6][CH2:7][CH2:8][CH2:9]1)[C:10]#[N:11]>>[CH3:4][CH2:5][O:6][c:7]1[cH:8][c:9]([c:10]([cH:11][cH:12]1)[NH:13][C:14](=[O:15])[CH2:2][NH:1][C:4]2=[C:5]([CH2:6][CH2:7][CH2:8][CH2:9]2)[C:10]#[N:11])[N:16](=[O:17])[OH:18].[ClH:3]	0
[CH3:4][CH:5]([CH3:6])[N:7]([CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[C:15](=[O:16])[CH2:2][NH:1][C:10](=[CH:9][C:7]([O:6][CH2:5][CH3:4])=[O:8])[CH:11]2[CH2:12][CH2:13]2.[ClH:3]	[CH3:4][CH:5]([CH3:6])[N:7]([CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[C:15](=[O:16])[CH2:2][Cl:3].[CH3:4][CH2:5][O:6][C:7](=[O:8])[CH:9]=[C:10]([NH2:1])[CH:11]1[CH2:12][CH2:13]1	[CH3:4][CH:5]([CH3:6])[N:7]([CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[C:15](=[O:16])[CH2:2][Cl:3].[CH3:4][CH2:5][O:6][C:7](=[O:8])[CH:9]=[C:10]([NH2:1])[CH:11]1[CH2:12][CH2:13]1>>[CH3:4][CH:5]([CH3:6])[N:7]([CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[C:15](=[O:16])[CH2:2][NH:1][C:10](=[CH:9][C:7]([O:6][CH2:5][CH3:4])=[O:8])[CH:11]2[CH2:12][CH2:13]2.[ClH:3]	0
[CH3:4][c:5]1[c:6]([s:7][c:8]([n:9]1)-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH2:2][N:1]([CH:10]=[C:9]([C:7]([O:6][CH2:5][CH3:4])=[O:8])[C:19]#[N:20])[c:11]3[c:12]([cH:13][cH:14][c:15]([cH:16]3)[F:17])[F:18].[ClH:3]	[CH3:4][c:5]1[c:6]([s:7][c:8]([n:9]1)-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH2:2][Cl:3].[CH3:4][CH2:5][O:6][C:7](=[O:8])[C:9](=[CH:10][NH:1][c:11]1[c:12]([cH:13][cH:14][c:15]([cH:16]1)[F:17])[F:18])[C:19]#[N:20]	[CH3:4][c:5]1[c:6]([s:7][c:8]([n:9]1)-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH2:2][Cl:3].[CH3:4][CH2:5][O:6][C:7](=[O:8])[C:9](=[CH:10][NH:1][c:11]1[c:12]([cH:13][cH:14][c:15]([cH:16]1)[F:17])[F:18])[C:19]#[N:20]>>[CH3:4][c:5]1[c:6]([s:7][c:8]([n:9]1)-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH2:2][N:1]([CH:10]=[C:9]([C:7]([O:6][CH2:5][CH3:4])=[O:8])[C:19]#[N:20])[c:11]3[c:12]([cH:13][cH:14][c:15]([cH:16]3)[F:17])[F:18].[ClH:3]	0
[CH3:4][CH:2]([C:5](=[O:6])[NH:7][CH2:8][CH2:9][c:10]1[cH:11][cH:12][c:13]([cH:14][cH:15]1)[F:16])[NH:1][C:10](=[C:9]([C:7]([O:6][CH2:5][CH3:4])=[O:8])[C:12]([F:13])([F:14])[F:15])[CH3:11].[ClH:3]	[CH3:4][CH:2]([Cl:3])[C:5](=[O:6])[NH:7][CH2:8][CH2:9][c:10]1[cH:11][cH:12][c:13]([cH:14][cH:15]1)[F:16].[CH3:4][CH2:5][O:6][C:7](=[O:8])/[C:9](=[C:10](/[CH3:11])\[NH2:1])/[C:12]([F:13])([F:14])[F:15]	[CH3:4][CH:2]([Cl:3])[C:5](=[O:6])[NH:7][CH2:8][CH2:9][c:10]1[cH:11][cH:12][c:13]([cH:14][cH:15]1)[F:16].[CH3:4][CH2:5][O:6][C:7](=[O:8])/[C:9](=[C:10](/[CH3:11])\[NH2:1])/[C:12]([F:13])([F:14])[F:15]>>[CH3:4][CH:2]([C:5](=[O:6])[NH:7][CH2:8][CH2:9][c:10]1[cH:11][cH:12][c:13]([cH:14][cH:15]1)[F:16])[NH:1][C:10](=[C:9]([C:7]([O:6][CH2:5][CH3:4])=[O:8])[C:12]([F:13])([F:14])[F:15])[CH3:11].[ClH:3]	0
[CH3:4][CH:2]([C:5](=[O:6])[NH:7][CH2:8][CH2:9][c:10]1[cH:11][cH:12][c:13]([cH:14][cH:15]1)[F:16])[N:1]2[CH2:9][CH2:8][CH:7]([C:11](=[CH:10]2)[CH:12]=[O:13])[C:5]([OH:4])=[O:6].[ClH:3]	[CH3:4][CH:2]([Cl:3])[C:5](=[O:6])[NH:7][CH2:8][CH2:9][c:10]1[cH:11][cH:12][c:13]([cH:14][cH:15]1)[F:16].[OH:4][C:5](=[O:6])[CH:7]1[CH2:8][CH2:9][NH:1][CH:10]=[C:11]1[CH:12]=[O:13]	[CH3:4][CH:2]([Cl:3])[C:5](=[O:6])[NH:7][CH2:8][CH2:9][c:10]1[cH:11][cH:12][c:13]([cH:14][cH:15]1)[F:16].[OH:4][C:5](=[O:6])[CH:7]1[CH2:8][CH2:9][NH:1][CH:10]=[C:11]1[CH:12]=[O:13]>>[CH3:4][CH:2]([C:5](=[O:6])[NH:7][CH2:8][CH2:9][c:10]1[cH:11][cH:12][c:13]([cH:14][cH:15]1)[F:16])[N:1]2[CH2:9][CH2:8][CH:7]([C:11](=[CH:10]2)[CH:12]=[O:13])[C:5]([OH:4])=[O:6].[ClH:3]	0
[ClH:3].[CH2:2]([CH:4]1[CH2:5][CH2:6][CH2:7][CH2:8][NH:9][C:10]1=[O:11])[NH:1][CH:8]=[CH:7][C:5]([CH3:4])=[O:6]	[Cl:3][CH2:2][CH:4]1[CH2:5][CH2:6][CH2:7][CH2:8][NH:9][C:10]1=[O:11].[CH3:4][C:5](=[O:6])[CH:7]=[CH:8][NH2:1]	[Cl:3][CH2:2][CH:4]1[CH2:5][CH2:6][CH2:7][CH2:8][NH:9][C:10]1=[O:11].[CH3:4][C:5](=[O:6])[CH:7]=[CH:8][NH2:1]>>[ClH:3].[CH2:2]([CH:4]1[CH2:5][CH2:6][CH2:7][CH2:8][NH:9][C:10]1=[O:11])[NH:1][CH:8]=[CH:7][C:5]([CH3:4])=[O:6]	0
[ClH:3].[CH2:2]([C:4](=[O:5])[N:6]1[CH2:7][CH2:8][CH:9]([CH2:10][CH2:11]1)[C:12](=[O:13])[N:14]2[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]2)[N:1]([CH3:4])[C:5]3=[C:6]([CH2:7][CH2:8][CH2:9]3)[C:10](=[O:11])[O:12][CH3:13]	[Cl:3][CH2:2][C:4](=[O:5])[N:6]1[CH2:7][CH2:8][CH:9]([CH2:10][CH2:11]1)[C:12](=[O:13])[N:14]2[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]2.[CH3:4][NH:1][C:5]1=[C:6]([CH2:7][CH2:8][CH2:9]1)[C:10](=[O:11])[O:12][CH3:13]	[Cl:3][CH2:2][C:4](=[O:5])[N:6]1[CH2:7][CH2:8][CH:9]([CH2:10][CH2:11]1)[C:12](=[O:13])[N:14]2[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]2.[CH3:4][NH:1][C:5]1=[C:6]([CH2:7][CH2:8][CH2:9]1)[C:10](=[O:11])[O:12][CH3:13]>>[ClH:3].[CH2:2]([C:4](=[O:5])[N:6]1[CH2:7][CH2:8][CH:9]([CH2:10][CH2:11]1)[C:12](=[O:13])[N:14]2[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]2)[N:1]([CH3:4])[C:5]3=[C:6]([CH2:7][CH2:8][CH2:9]3)[C:10](=[O:11])[O:12][CH3:13]	0
[CH3:4][O:5][c:6]1[c:7]([cH:8][c:9]([cH:10][cH:11]1)[CH2:12][NH:13][C:14](=[O:15])[CH2:2][NH:1][C:9]2=[C:8]([C:6]([N:5]([C:10]23[CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]3)[CH3:4])=[O:7])[C:16]#[N:17])[O:16][CH3:17].[ClH:3]	[CH3:4][O:5][c:6]1[c:7]([cH:8][c:9]([cH:10][cH:11]1)[CH2:12][NH:13][C:14](=[O:15])[CH2:2][Cl:3])[O:16][CH3:17].[CH3:4][N:5]1[C:6](=[O:7])[C:8](=[C:9]([NH2:1])[C:10]12[CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]2)[C:16]#[N:17]	[CH3:4][O:5][c:6]1[c:7]([cH:8][c:9]([cH:10][cH:11]1)[CH2:12][NH:13][C:14](=[O:15])[CH2:2][Cl:3])[O:16][CH3:17].[CH3:4][N:5]1[C:6](=[O:7])[C:8](=[C:9]([NH2:1])[C:10]12[CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]2)[C:16]#[N:17]>>[CH3:4][O:5][c:6]1[c:7]([cH:8][c:9]([cH:10][cH:11]1)[CH2:12][NH:13][C:14](=[O:15])[CH2:2][NH:1][C:9]2=[C:8]([C:6]([N:5]([C:10]23[CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]3)[CH3:4])=[O:7])[C:16]#[N:17])[O:16][CH3:17].[ClH:3]	0
[CH3:4][c:5]1[cH:6][c:7]([c:8]([n:10]1[O:11][CH2:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[CH3:9])[C:19](=[O:20])[CH2:2][NH:1][C:6]([CH2:5][CH3:4])=[CH:7][C:8](=[O:9])[O:10][CH3:11].[ClH:3]	[CH3:4][c:5]1[cH:6][c:7]([c:8]([CH3:9])[n:10]1[O:11][CH2:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[C:19](=[O:20])[CH2:2][Cl:3].[CH3:4][CH2:5][C:6](=[CH:7][C:8](=[O:9])[O:10][CH3:11])[NH2:1]	[CH3:4][c:5]1[cH:6][c:7]([c:8]([CH3:9])[n:10]1[O:11][CH2:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[C:19](=[O:20])[CH2:2][Cl:3].[CH3:4][CH2:5][C:6](=[CH:7][C:8](=[O:9])[O:10][CH3:11])[NH2:1]>>[CH3:4][c:5]1[cH:6][c:7]([c:8]([n:10]1[O:11][CH2:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[CH3:9])[C:19](=[O:20])[CH2:2][NH:1][C:6]([CH2:5][CH3:4])=[CH:7][C:8](=[O:9])[O:10][CH3:11].[ClH:3]	0
[OH:4][N:5](=[O:6])[c:7]1[cH:8][c:9]([cH:10][cH:11][cH:12]1)-[c:13]2[cH:14][s:15][c:16]([n:17]2)[NH:18][C:19](=[O:20])[CH2:2][NH:1][C:5]([CH3:4])=[C:6]([C:7]#[N:8])[C:9]([F:10])([F:11])[F:12].[ClH:3]	[O-:4][N+:5](=[O:6])[c:7]1[cH:8][c:9]([cH:10][cH:11][cH:12]1)-[c:13]2[cH:14][s:15][c:16]([n:17]2)[NH:18][C:19](=[O:20])[CH2:2][Cl:3].[CH3:4]/[C:5](=[C:6](\[C:7]#[N:8])/[C:9]([F:10])([F:11])[F:12])/[NH2:1]	[O-:4][N+:5](=[O:6])[c:7]1[cH:8][c:9]([cH:10][cH:11][cH:12]1)-[c:13]2[cH:14][s:15][c:16]([n:17]2)[NH:18][C:19](=[O:20])[CH2:2][Cl:3].[CH3:4]/[C:5](=[C:6](\[C:7]#[N:8])/[C:9]([F:10])([F:11])[F:12])/[NH2:1]>>[OH:4][N:5](=[O:6])[c:7]1[cH:8][c:9]([cH:10][cH:11][cH:12]1)-[c:13]2[cH:14][s:15][c:16]([n:17]2)[NH:18][C:19](=[O:20])[CH2:2][NH:1][C:5]([CH3:4])=[C:6]([C:7]#[N:8])[C:9]([F:10])([F:11])[F:12].[ClH:3]	0
[BrH:3].[CH:2]1([CH2:4][CH2:5][N:6]([C:7]1=[O:8])[c:9]2[c:10]([cH:11][cH:12][s:13]2)[C:14]#[N:15])[N:1]([CH2:7][CH:5]([CH3:4])[CH3:6])[CH:8]=[C:9]([CH3:10])[CH3:11]	[Br:3][CH:2]1[CH2:4][CH2:5][N:6]([C:7]1=[O:8])[c:9]2[c:10]([cH:11][cH:12][s:13]2)[C:14]#[N:15].[CH3:4][CH:5]([CH3:6])[CH2:7][NH:1][CH:8]=[C:9]([CH3:10])[CH3:11]	[Br:3][CH:2]1[CH2:4][CH2:5][N:6]([C:7]1=[O:8])[c:9]2[c:10]([cH:11][cH:12][s:13]2)[C:14]#[N:15].[CH3:4][CH:5]([CH3:6])[CH2:7][NH:1][CH:8]=[C:9]([CH3:10])[CH3:11]>>[BrH:3].[CH:2]1([CH2:4][CH2:5][N:6]([C:7]1=[O:8])[c:9]2[c:10]([cH:11][cH:12][s:13]2)[C:14]#[N:15])[N:1]([CH2:7][CH:5]([CH3:4])[CH3:6])[CH:8]=[C:9]([CH3:10])[CH3:11]	0
[CH3:4][O:5][C:6](=[O:7])[CH2:8][CH2:9][c:10]1[cH:11][cH:12][c:13]([s:14]1)[CH2:2][N:1]2[CH2:14][CH2:13][CH2:12][CH2:11][CH2:10][C:9]2=[CH:8][C:6]([O:5][CH3:4])=[O:7].[ClH:3]	[CH3:4][O:5][C:6](=[O:7])[CH2:8][CH2:9][c:10]1[cH:11][cH:12][c:13]([CH2:2][Cl:3])[s:14]1.[CH3:4][O:5][C:6](=[O:7])[CH:8]=[C:9]1[CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][NH:1]1	[CH3:4][O:5][C:6](=[O:7])[CH2:8][CH2:9][c:10]1[cH:11][cH:12][c:13]([CH2:2][Cl:3])[s:14]1.[CH3:4][O:5][C:6](=[O:7])[CH:8]=[C:9]1[CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][NH:1]1>>[CH3:4][O:5][C:6](=[O:7])[CH2:8][CH2:9][c:10]1[cH:11][cH:12][c:13]([s:14]1)[CH2:2][N:1]2[CH2:14][CH2:13][CH2:12][CH2:11][CH2:10][C:9]2=[CH:8][C:6]([O:5][CH3:4])=[O:7].[ClH:3]	0
[F:4][C:5]([F:6])([F:7])[c:8]1[n:9][c:10]([n:11][o:12]1)[CH2:2][NH:1][C:10](=[CH:9][C:7]([O:6][CH2:5][CH3:4])=[O:8])[C:11]([F:12])([F:13])[F:14].[ClH:3]	[F:4][C:5]([F:6])([F:7])[c:8]1[n:9][c:10]([n:11][o:12]1)[CH2:2][Cl:3].[CH3:4][CH2:5][O:6][C:7](=[O:8])[CH:9]=[C:10]([NH2:1])[C:11]([F:12])([F:13])[F:14]	[F:4][C:5]([F:6])([F:7])[c:8]1[n:9][c:10]([n:11][o:12]1)[CH2:2][Cl:3].[CH3:4][CH2:5][O:6][C:7](=[O:8])[CH:9]=[C:10]([NH2:1])[C:11]([F:12])([F:13])[F:14]>>[F:4][C:5]([F:6])([F:7])[c:8]1[n:9][c:10]([n:11][o:12]1)[CH2:2][NH:1][C:10](=[CH:9][C:7]([O:6][CH2:5][CH3:4])=[O:8])[C:11]([F:12])([F:13])[F:14].[ClH:3]	0
[CH3:4][c:5]1[c:6]([c:7]([cH:8][c:9]([cH:10]1)[S:11](=[O:12])(=[O:13])[NH2:14])[NH:15][C:16](=[O:17])[CH2:2][NH:1][C:4]2=[C:5]([CH2:6][C:7]2([F:8])[F:9])[C:10]#[N:11])[CH3:18].[ClH:3]	[CH3:4][c:5]1[c:6]([c:7]([cH:8][c:9]([cH:10]1)[S:11](=[O:12])(=[O:13])[NH2:14])[NH:15][C:16](=[O:17])[CH2:2][Cl:3])[CH3:18].[NH2:1][C:4]1=[C:5]([CH2:6][C:7]1([F:8])[F:9])[C:10]#[N:11]	[CH3:4][c:5]1[c:6]([c:7]([cH:8][c:9]([cH:10]1)[S:11](=[O:12])(=[O:13])[NH2:14])[NH:15][C:16](=[O:17])[CH2:2][Cl:3])[CH3:18].[NH2:1][C:4]1=[C:5]([CH2:6][C:7]1([F:8])[F:9])[C:10]#[N:11]>>[CH3:4][c:5]1[c:6]([c:7]([cH:8][c:9]([cH:10]1)[S:11](=[O:12])(=[O:13])[NH2:14])[NH:15][C:16](=[O:17])[CH2:2][NH:1][C:4]2=[C:5]([CH2:6][C:7]2([F:8])[F:9])[C:10]#[N:11])[CH3:18].[ClH:3]	0
[NH2:4][S:5](=[O:6])(=[O:7])[c:8]1[cH:9][c:10]([cH:11][o:12]1)[CH2:2][N:1]2[CH2:9][CH2:8][CH:7]([C:11](=[CH:10]2)[CH:12]=[O:13])[C:5]([OH:4])=[O:6].[BrH:3]	[NH2:4][S:5](=[O:6])(=[O:7])[c:8]1[cH:9][c:10]([cH:11][o:12]1)[CH2:2][Br:3].[OH:4][C:5](=[O:6])[CH:7]1[CH2:8][CH2:9][NH:1][CH:10]=[C:11]1[CH:12]=[O:13]	[NH2:4][S:5](=[O:6])(=[O:7])[c:8]1[cH:9][c:10]([cH:11][o:12]1)[CH2:2][Br:3].[OH:4][C:5](=[O:6])[CH:7]1[CH2:8][CH2:9][NH:1][CH:10]=[C:11]1[CH:12]=[O:13]>>[NH2:4][S:5](=[O:6])(=[O:7])[c:8]1[cH:9][c:10]([cH:11][o:12]1)[CH2:2][N:1]2[CH2:9][CH2:8][CH:7]([C:11](=[CH:10]2)[CH:12]=[O:13])[C:5]([OH:4])=[O:6].[BrH:3]	0
[ClH:3].[CH2:2]([CH2:4][CH2:5][N:6]1[CH2:7][CH2:8][CH2:9][C:10]1=[O:11])[NH:1][C:5]([CH3:4])=[C:6]2[C:7](=[O:8])[O:9][CH:10]=[C:11]2[C:12]([F:13])([F:14])[F:15]	[Cl:3][CH2:2][CH2:4][CH2:5][N:6]1[CH2:7][CH2:8][CH2:9][C:10]1=[O:11].[CH3:4][C:5](=[C:6]1[C:7](=[O:8])[O:9][CH:10]=[C:11]1[C:12]([F:13])([F:14])[F:15])[NH2:1]	[Cl:3][CH2:2][CH2:4][CH2:5][N:6]1[CH2:7][CH2:8][CH2:9][C:10]1=[O:11].[CH3:4][C:5](=[C:6]1[C:7](=[O:8])[O:9][CH:10]=[C:11]1[C:12]([F:13])([F:14])[F:15])[NH2:1]>>[ClH:3].[CH2:2]([CH2:4][CH2:5][N:6]1[CH2:7][CH2:8][CH2:9][C:10]1=[O:11])[NH:1][C:5]([CH3:4])=[C:6]2[C:7](=[O:8])[O:9][CH:10]=[C:11]2[C:12]([F:13])([F:14])[F:15]	0
[CH3:4][CH2:5][N:6]1[CH:7]([CH2:2][NH:1][C:5]([CH3:4])=[CH:6][C:7]#[N:8])[CH2:8][CH2:9][C:10]1=[O:11].[BrH:3]	[CH3:4][CH2:5][N:6]1[CH:7]([CH2:2][Br:3])[CH2:8][CH2:9][C:10]1=[O:11].[CH3:4][C:5](=[CH:6][C:7]#[N:8])[NH2:1]	[CH3:4][CH2:5][N:6]1[CH:7]([CH2:2][Br:3])[CH2:8][CH2:9][C:10]1=[O:11].[CH3:4][C:5](=[CH:6][C:7]#[N:8])[NH2:1]>>[CH3:4][CH2:5][N:6]1[CH:7]([CH2:2][NH:1][C:5]([CH3:4])=[CH:6][C:7]#[N:8])[CH2:8][CH2:9][C:10]1=[O:11].[BrH:3]	0
[F:4][C:5]([F:6])([F:7])[C:8]12[CH2:9][CH2:10][C:11]([CH2:14]1)([CH2:12][O:13]2)[CH2:2][NH:1][C:4]3=[C:5]([CH2:6][CH2:7][CH2:8][CH2:9]3)[C:10]#[N:11].[BrH:3]	[F:4][C:5]([F:6])([F:7])[C:8]12[CH2:9][CH2:10][C:11]([CH2:2][Br:3])([CH2:12][O:13]1)[CH2:14]2.[NH2:1][C:4]1=[C:5]([CH2:6][CH2:7][CH2:8][CH2:9]1)[C:10]#[N:11]	[F:4][C:5]([F:6])([F:7])[C:8]12[CH2:9][CH2:10][C:11]([CH2:2][Br:3])([CH2:12][O:13]1)[CH2:14]2.[NH2:1][C:4]1=[C:5]([CH2:6][CH2:7][CH2:8][CH2:9]1)[C:10]#[N:11]>>[F:4][C:5]([F:6])([F:7])[C:8]12[CH2:9][CH2:10][C:11]([CH2:14]1)([CH2:12][O:13]2)[CH2:2][NH:1][C:4]3=[C:5]([CH2:6][CH2:7][CH2:8][CH2:9]3)[C:10]#[N:11].[BrH:3]	0
[BrH:3].[CH2:2]([c:4]1[cH:5][o:6][n:7][cH:8]1)[NH:1][C:4](=[C:5]([C:6]#[N:7])[C:8]#[N:9])[CH2:10][C:11]#[N:12]	[Br:3][CH2:2][c:4]1[cH:5][o:6][n:7][cH:8]1.[NH2:1][C:4](=[C:5]([C:6]#[N:7])[C:8]#[N:9])[CH2:10][C:11]#[N:12]	[Br:3][CH2:2][c:4]1[cH:5][o:6][n:7][cH:8]1.[NH2:1][C:4](=[C:5]([C:6]#[N:7])[C:8]#[N:9])[CH2:10][C:11]#[N:12]>>[BrH:3].[CH2:2]([c:4]1[cH:5][o:6][n:7][cH:8]1)[NH:1][C:4](=[C:5]([C:6]#[N:7])[C:8]#[N:9])[CH2:10][C:11]#[N:12]	0
[CH3:4][CH:5]([CH3:6])[CH:7]([CH2:8][CH2:2][N:1]1[C:10](=[C:9]([C:7]([O:6][CH2:5][CH3:4])=[O:8])[CH:14]([C:13](=[C:12]1[CH3:27])[C:24](=[O:25])[OH:26])[c:15]2[cH:16][c:17]([cH:18][cH:19][cH:20]2)[N:21](=[O:22])[OH:23])[CH3:11])[CH:9]([CH3:10])[CH3:11].[BrH:3]	[CH3:4][CH:5]([CH3:6])[CH:7]([CH2:8][CH2:2][Br:3])[CH:9]([CH3:10])[CH3:11].[CH3:4][CH2:5][O:6][C:7](=[O:8])[C:9]1=[C:10]([CH3:11])[NH:1][C:12](=[C:13]([CH:14]1[c:15]2[cH:16][c:17]([cH:18][cH:19][cH:20]2)[N+:21](=[O:22])[O-:23])[C:24](=[O:25])[OH:26])[CH3:27]	[CH3:4][CH:5]([CH3:6])[CH:7]([CH2:8][CH2:2][Br:3])[CH:9]([CH3:10])[CH3:11].[CH3:4][CH2:5][O:6][C:7](=[O:8])[C:9]1=[C:10]([CH3:11])[NH:1][C:12](=[C:13]([CH:14]1[c:15]2[cH:16][c:17]([cH:18][cH:19][cH:20]2)[N+:21](=[O:22])[O-:23])[C:24](=[O:25])[OH:26])[CH3:27]>>[CH3:4][CH:5]([CH3:6])[CH:7]([CH2:8][CH2:2][N:1]1[C:10](=[C:9]([C:7]([O:6][CH2:5][CH3:4])=[O:8])[CH:14]([C:13](=[C:12]1[CH3:27])[C:24](=[O:25])[OH:26])[c:15]2[cH:16][c:17]([cH:18][cH:19][cH:20]2)[N:21](=[O:22])[OH:23])[CH3:11])[CH:9]([CH3:10])[CH3:11].[BrH:3]	0
[CH3:4][N:5]([CH2:6][C:7](=[O:8])[NH:9][CH2:10][c:11]1[cH:12][cH:13][cH:14][o:15]1)[C:16](=[O:17])[CH2:2][NH:1][C:10](=[CH:9][C:7]([O:6][CH2:5][CH3:4])=[O:8])[CH2:11][CH3:12].[ClH:3]	[CH3:4][N:5]([CH2:6][C:7](=[O:8])[NH:9][CH2:10][c:11]1[cH:12][cH:13][cH:14][o:15]1)[C:16](=[O:17])[CH2:2][Cl:3].[CH3:4][CH2:5][O:6][C:7](=[O:8])[CH:9]=[C:10]([NH2:1])[CH2:11][CH3:12]	[CH3:4][N:5]([CH2:6][C:7](=[O:8])[NH:9][CH2:10][c:11]1[cH:12][cH:13][cH:14][o:15]1)[C:16](=[O:17])[CH2:2][Cl:3].[CH3:4][CH2:5][O:6][C:7](=[O:8])[CH:9]=[C:10]([NH2:1])[CH2:11][CH3:12]>>[CH3:4][N:5]([CH2:6][C:7](=[O:8])[NH:9][CH2:10][c:11]1[cH:12][cH:13][cH:14][o:15]1)[C:16](=[O:17])[CH2:2][NH:1][C:10](=[CH:9][C:7]([O:6][CH2:5][CH3:4])=[O:8])[CH2:11][CH3:12].[ClH:3]	0
